education_level,experience,location,job_title,age,gender,salary
PhD,19,Urban,HR Manager,28,Male,134062
Bachelor's,12,Urban,Director,57,Male,192000
PhD,13,Rural,Data Scientist,37,Female,140250
High School,9,Urban,Technician,45,Male,34800
Bachelor's,15,Rural,Technician,47,Male,44625
Master's,14,Rural,Marketing Executive,53,Female,55632
High School,22,Urban,Technician,31,Male,50400
High School,6,Suburban,Product Manager,27,Female,93860
Bachelor's,6,Urban,Director,59,Male,156000
Master's,20,Rural,Customer Support,57,Female,46750
PhD,19,Rural,Software Engineer,58,Male,145031
High School,25,Suburban,Marketing Executive,23,Male,59850
High School,24,Rural,Director,28,Male,179520
High School,2,Urban,Customer Support,32,Female,22000
PhD,5,Urban,Software Engineer,33,Female,109375
PhD,0,Urban,Data Scientist,58,Female,100000
Master's,26,Suburban,Clerk,36,Female,48069
PhD,30,Urban,Product Manager,34,Male,296875
Bachelor's,17,Urban,Marketing Executive,22,Female,64750
Master's,13,Suburban,Data Analyst,34,Male,103455
High School,23,Suburban,Data Scientist,25,Female,130720
PhD,3,Suburban,Technician,57,Male,40968
PhD,6,Rural,Software Engineer,47,Female,96687
Master's,7,Rural,HR Manager,42,Male,69423
High School,12,Suburban,Customer Support,51,Male,30400
Bachelor's,2,Rural,Software Engineer,60,Male,65450
High School,15,Rural,Data Scientist,57,Male,95200
Master's,24,Suburban,Technician,58,Female,68970
Master's,15,Rural,Software Engineer,25,Female,114537
PhD,17,Urban,Product Manager,49,Female,219687
Bachelor's,24,Suburban,Technician,38,Male,62700
Master's,10,Urban,Data Analyst,32,Female,99000
Master's,19,Urban,Clerk,53,Female,42900
PhD,9,Urban,Software Engineer,58,Male,126875
Bachelor's,13,Rural,HR Manager,38,Male,77137
High School,7,Urban,Data Scientist,56,Male,86400
Bachelor's,25,Urban,Technician,33,Male,67500
PhD,8,Urban,Clerk,58,Male,35000
PhD,18,Suburban,Data Analyst,52,Male,135375
Bachelor's,18,Urban,Technician,55,Male,57000
Bachelor's,7,Suburban,Data Scientist,50,Male,102600
Master's,8,Rural,Director,24,Female,157080
PhD,15,Rural,Director,24,Male,223125
PhD,16,Urban,Product Manager,49,Male,213750
Bachelor's,5,Suburban,Technician,23,Female,35625
Master's,10,Urban,Clerk,57,Male,33000
Master's,18,Suburban,Director,30,Female,238260
Bachelor's,5,Rural,Technician,44,Female,31875
High School,11,Urban,HR Manager,50,Female,68200
PhD,3,Rural,Marketing Executive,42,Female,42765
Master's,29,Rural,HR Manager,41,Male,125991
High School,12,Urban,Software Engineer,23,Female,89600
Bachelor's,21,Urban,Product Manager,33,Male,194749
Master's,14,Urban,Technician,25,Male,56100
Master's,8,Urban,Director,55,Female,184800
High School,17,Urban,Product Manager,52,Male,140600
PhD,13,Suburban,Software Engineer,30,Male,137156
High School,18,Suburban,Data Scientist,60,Male,115520
Master's,28,Rural,Marketing Executive,49,Male,78540
High School,24,Suburban,Director,50,Female,200640
High School,27,Urban,Clerk,56,Male,37600
PhD,21,Suburban,Data Analyst,27,Female,146062
Bachelor's,12,Urban,Data Scientist,43,Male,128000
Bachelor's,20,Urban,Marketing Executive,43,Male,70000
Master's,1,Urban,Data Analyst,43,Male,69300
High School,13,Suburban,Software Engineer,49,Male,87780
Bachelor's,23,Rural,Software Engineer,28,Female,127925
Master's,1,Rural,Director,30,Female,117810
PhD,14,Suburban,Data Scientist,44,Female,161500
PhD,10,Urban,Clerk,43,Female,37500
Bachelor's,14,Rural,Customer Support,51,Male,36125
High School,30,Suburban,HR Manager,42,Male,104500
Bachelor's,20,Urban,HR Manager,25,Female,110000
Master's,12,Suburban,Product Manager,59,Male,158840
PhD,24,Rural,Clerk,60,Male,46750
High School,18,Rural,Data Scientist,30,Male,103360
Bachelor's,7,Urban,Clerk,31,Female,27000
Bachelor's,12,Urban,Customer Support,29,Male,40000
PhD,13,Rural,Product Manager,28,Male,166546
PhD,8,Urban,Customer Support,31,Female,43750
Master's,28,Rural,Director,47,Male,269280
Bachelor's,8,Suburban,Product Manager,39,Male,126349
High School,25,Urban,Software Engineer,55,Female,126000
Master's,24,Suburban,Product Manager,36,Male,218405
Bachelor's,0,Urban,Data Analyst,27,Male,60000
High School,30,Urban,Software Engineer,25,Male,140000
PhD,19,Suburban,Software Engineer,51,Female,162093
PhD,16,Rural,Technician,21,Female,57375
High School,26,Urban,Marketing Executive,28,Female,64399
PhD,27,Suburban,Data Analyst,56,Male,167437
PhD,23,Rural,Marketing Executive,22,Male,79953
High School,6,Urban,Technician,27,Female,31200
PhD,25,Suburban,Product Manager,48,Female,253828
PhD,10,Rural,Software Engineer,42,Female,111562
High School,28,Rural,Director,26,Female,195840
PhD,15,Urban,Director,37,Male,262500
Master's,5,Rural,Customer Support,53,Female,29218
PhD,21,Rural,Technician,56,Male,65343
PhD,18,Rural,Customer Support,37,Female,50468
PhD,14,Rural,Customer Support,45,Male,45156
High School,10,Rural,Customer Support,49,Male,25500
Bachelor's,3,Rural,Data Analyst,39,Female,58649
Bachelor's,24,Suburban,Software Engineer,31,Male,146300
High School,17,Rural,Software Engineer,60,Male,88060
Master's,20,Suburban,Data Analyst,59,Male,125400
PhD,19,Suburban,Marketing Executive,22,Female,81046
Master's,29,Rural,Data Scientist,25,Female,183260
PhD,8,Urban,Customer Support,42,Female,43750
Bachelor's,15,Suburban,Director,23,Female,199500
PhD,30,Suburban,Data Scientist,58,Female,237500
High School,26,Urban,Director,36,Female,220799
PhD,19,Suburban,Customer Support,54,Female,57890
Master's,17,Urban,Clerk,54,Male,40700
PhD,18,Suburban,Clerk,40,Male,45125
Master's,14,Urban,HR Manager,52,Male,102850
PhD,6,Urban,Marketing Executive,35,Female,56875
Bachelor's,9,Urban,Clerk,22,Female,29000
High School,11,Rural,HR Manager,28,Female,57970
PhD,4,Suburban,Director,43,Female,171000
Bachelor's,27,Suburban,Product Manager,26,Male,212087
High School,22,Suburban,HR Manager,44,Male,87780
Bachelor's,19,Suburban,Product Manager,54,Female,175987
PhD,10,Rural,HR Manager,26,Male,87656
PhD,7,Rural,Data Scientist,43,Female,114750
Bachelor's,17,Suburban,Marketing Executive,35,Female,61512
Bachelor's,14,Suburban,Marketing Executive,51,Male,56525
High School,4,Suburban,Customer Support,57,Female,22800
High School,22,Rural,Technician,23,Female,42840
Bachelor's,23,Suburban,Clerk,44,Male,40850
Master's,13,Rural,Customer Support,48,Male,38568
Bachelor's,15,Rural,Director,45,Female,178500
PhD,8,Rural,Data Scientist,43,Male,118999
Master's,8,Rural,Clerk,52,Female,26180
Bachelor's,20,Rural,Data Scientist,60,Female,136000
Master's,7,Rural,Marketing Executive,53,Female,44178
PhD,21,Urban,Marketing Executive,32,Female,89687
Master's,17,Rural,Data Scientist,56,Male,138380
High School,11,Suburban,Technician,35,Male,35340
High School,27,Rural,Data Scientist,54,Female,127840
Master's,14,Rural,Customer Support,38,Male,39737
PhD,18,Urban,HR Manager,60,Female,130625
PhD,18,Suburban,Data Scientist,41,Male,180500
PhD,17,Rural,HR Manager,51,Female,108109
Master's,9,Urban,Data Analyst,42,Male,95700
Master's,4,Rural,Director,57,Male,134640
Bachelor's,10,Suburban,HR Manager,24,Female,78375
Bachelor's,20,Urban,Product Manager,42,Female,190000
PhD,18,Urban,Director,24,Male,285000
Bachelor's,3,Urban,Customer Support,25,Male,28749
High School,17,Rural,Product Manager,32,Male,119510
Bachelor's,15,Urban,Director,52,Male,210000
PhD,22,Suburban,Software Engineer,58,Female,174562
High School,17,Urban,Software Engineer,26,Female,103600
Master's,18,Urban,Software Engineer,52,Male,146300
Master's,25,Suburban,Director,45,Female,282150
Bachelor's,29,Rural,Customer Support,37,Female,52062
High School,25,Rural,Software Engineer,21,Female,107100
Master's,9,Rural,Technician,32,Female,40672
Master's,28,Urban,Software Engineer,25,Male,184800
Master's,4,Suburban,Clerk,34,Female,25080
Bachelor's,29,Suburban,Technician,34,Male,69825
High School,22,Suburban,Customer Support,51,Male,39900
Bachelor's,26,Rural,HR Manager,28,Male,107524
Bachelor's,23,Rural,Director,46,Male,219300
PhD,3,Rural,Clerk,55,Female,24437
PhD,19,Rural,Data Analyst,29,Male,124312
High School,19,Urban,Clerk,51,Male,31200
PhD,18,Suburban,Director,25,Female,270750
Master's,17,Rural,Customer Support,54,Female,43243
PhD,3,Urban,Software Engineer,26,Female,100624
High School,22,Suburban,Product Manager,60,Male,151620
Master's,30,Suburban,Product Manager,52,Male,248187
PhD,10,Urban,Customer Support,59,Female,46875
Bachelor's,22,Urban,Data Scientist,50,Female,168000
Bachelor's,6,Suburban,Software Engineer,33,Female,86450
Master's,2,Suburban,Data Scientist,46,Female,91960
Bachelor's,20,Suburban,HR Manager,53,Female,104500
PhD,26,Suburban,HR Manager,41,Male,150218
Bachelor's,8,Urban,Product Manager,29,Male,133000
High School,14,Rural,Product Manager,29,Female,109820
Bachelor's,13,Suburban,HR Manager,54,Male,86212
Bachelor's,1,Suburban,Product Manager,59,Male,94762
Master's,4,Suburban,Director,26,Male,150480
Master's,1,Suburban,Clerk,41,Male,21945
Master's,29,Suburban,Technician,30,Male,76807
High School,15,Rural,Product Manager,60,Male,113050
Bachelor's,10,Urban,Data Analyst,43,Male,90000
PhD,17,Rural,Data Scientist,46,Female,157250
Bachelor's,20,Rural,Clerk,57,Male,34000
Bachelor's,14,Suburban,Technician,39,Female,48450
PhD,1,Urban,Technician,44,Female,39375
High School,26,Suburban,Technician,51,Male,52439
High School,4,Rural,Customer Support,42,Female,20400
High School,7,Suburban,Software Engineer,37,Male,71820
High School,0,Rural,Technician,26,Male,20400
PhD,30,Urban,Software Engineer,29,Male,218750
High School,19,Urban,Director,42,Female,187200
PhD,7,Rural,Data Scientist,27,Female,114750
High School,15,Suburban,Software Engineer,33,Female,93100
High School,18,Suburban,HR Manager,55,Female,79420
Bachelor's,0,Urban,Director,59,Female,120000
PhD,5,Urban,Technician,28,Female,46875
High School,1,Suburban,Clerk,36,Male,15960
Master's,13,Rural,Software Engineer,37,Female,107992
Master's,23,Urban,Director,44,Female,283800
Bachelor's,24,Urban,Product Manager,33,Male,209000
Bachelor's,18,Rural,Technician,57,Male,48450
PhD,6,Suburban,Data Scientist,56,Male,123500
High School,25,Suburban,Product Manager,31,Male,162450
Bachelor's,30,Rural,Clerk,41,Male,42500
High School,27,Rural,Data Analyst,42,Male,95880
High School,14,Suburban,Director,55,Female,155040
Master's,16,Suburban,Product Manager,26,Male,178695
Master's,27,Rural,Software Engineer,55,Male,153807
Bachelor's,28,Rural,Technician,55,Female,61200
High School,21,Urban,HR Manager,58,Male,90199
Master's,29,Suburban,Marketing Executive,33,Male,89608
Bachelor's,29,Suburban,Director,32,Male,279300
Bachelor's,5,Urban,Customer Support,39,Male,31250
High School,0,Rural,Clerk,24,Male,13600
Master's,4,Urban,HR Manager,28,Male,72600
High School,16,Rural,Marketing Executive,49,Female,42840
PhD,22,Suburban,Marketing Executive,40,Male,87281
Bachelor's,28,Suburban,Marketing Executive,42,Male,79800
PhD,14,Urban,Director,56,Female,255000
Bachelor's,25,Urban,Director,55,Male,270000
PhD,19,Rural,Product Manager,53,Male,196828
High School,25,Urban,Data Scientist,35,Male,144000
Master's,22,Suburban,Marketing Executive,50,Male,76807
Master's,18,Urban,Software Engineer,59,Male,146300
Master's,5,Urban,HR Manager,26,Female,75625
Master's,22,Rural,HR Manager,21,Female,107992
High School,1,Suburban,Data Scientist,40,Female,63840
Master's,4,Urban,Product Manager,48,Female,125400
Master's,28,Suburban,Software Engineer,24,Female,175560
Bachelor's,2,Rural,Technician,33,Male,28050
Master's,20,Urban,Marketing Executive,40,Male,77000
High School,26,Urban,Data Analyst,36,Female,110399
Bachelor's,3,Rural,Technician,33,Male,29324
High School,24,Rural,Clerk,33,Female,29920
PhD,22,Suburban,HR Manager,36,Male,137156
PhD,8,Rural,HR Manager,41,Female,81812
PhD,2,Rural,Data Analyst,27,Female,70125
PhD,13,Suburban,HR Manager,51,Female,107765
Master's,30,Suburban,Clerk,33,Female,52250
Bachelor's,10,Rural,Product Manager,21,Female,121125
Master's,0,Suburban,Data Scientist,26,Female,83600
Master's,16,Rural,Data Scientist,44,Male,134640
High School,6,Suburban,Clerk,41,Male,19760
High School,0,Suburban,Software Engineer,38,Male,53200
Master's,20,Rural,Marketing Executive,48,Male,65450
PhD,15,Rural,Marketing Executive,54,Male,65078
High School,3,Urban,Customer Support,38,Female,23000
Master's,24,Suburban,Clerk,34,Male,45980
Bachelor's,9,Urban,Clerk,56,Female,29000
High School,7,Suburban,Clerk,34,Male,20520
PhD,16,Urban,Data Analyst,40,Female,135000
Bachelor's,7,Suburban,Software Engineer,23,Male,89775
Bachelor's,9,Rural,Product Manager,28,Female,117087
High School,7,Rural,Director,31,Male,110160
Master's,15,Suburban,Clerk,30,Male,36575
Bachelor's,5,Rural,Product Manager,60,Male,100937
PhD,4,Suburban,Marketing Executive,56,Male,49875
High School,29,Rural,Customer Support,37,Male,41650
High School,24,Rural,Marketing Executive,41,Female,52360
High School,14,Urban,Director,47,Male,163200
High School,2,Suburban,Data Scientist,60,Female,66880
PhD,6,Suburban,Product Manager,30,Female,146656
PhD,19,Urban,Director,34,Male,292500
High School,15,Urban,Customer Support,42,Female,35000
PhD,9,Suburban,Product Manager,24,Female,163578
Bachelor's,15,Urban,Marketing Executive,42,Male,61250
Bachelor's,28,Suburban,Technician,27,Female,68400
Master's,10,Urban,Data Scientist,40,Male,132000
Bachelor's,23,Urban,Software Engineer,44,Male,150500
Master's,27,Rural,Director,53,Female,263670
High School,15,Rural,Technician,25,Female,35700
Master's,29,Urban,Product Manager,40,Female,256025
High School,21,Suburban,Customer Support,54,Male,38950
Bachelor's,26,Suburban,Data Analyst,26,Male,131100
Bachelor's,16,Suburban,Customer Support,44,Male,42750
PhD,28,Suburban,Product Manager,51,Female,270750
PhD,27,Urban,Data Scientist,37,Female,235000
PhD,0,Urban,Technician,46,Female,37500
Bachelor's,5,Urban,Technician,43,Female,37500
Bachelor's,11,Suburban,Clerk,55,Female,29450
Bachelor's,21,Urban,Software Engineer,59,Female,143500
Master's,10,Suburban,Product Manager,56,Male,148912
PhD,3,Suburban,Data Scientist,58,Male,109249
Bachelor's,23,Urban,Customer Support,23,Male,53750
Bachelor's,19,Urban,HR Manager,56,Male,107250
Master's,2,Suburban,Director,37,Male,137940
Master's,28,Urban,Product Manager,23,Male,250800
Master's,15,Rural,Technician,57,Male,49087
Master's,8,Rural,Data Analyst,39,Female,78540
Bachelor's,5,Rural,Customer Support,32,Male,26562
High School,14,Urban,HR Manager,47,Male,74800
PhD,22,Rural,Technician,48,Female,66937
High School,27,Suburban,Clerk,48,Male,35720
Master's,25,Urban,Customer Support,31,Female,61875
Bachelor's,30,Urban,HR Manager,55,Male,137500
Master's,30,Suburban,Clerk,49,Male,52250
PhD,14,Urban,Product Manager,28,Female,201875
PhD,13,Rural,Marketing Executive,24,Female,61359
High School,3,Suburban,Data Scientist,22,Female,69920
PhD,5,Suburban,Data Analyst,51,Male,89062
Bachelor's,26,Suburban,Director,22,Male,262200
Bachelor's,17,Urban,Clerk,32,Male,37000
PhD,1,Rural,Product Manager,32,Male,105984
Bachelor's,23,Rural,Data Analyst,47,Female,109650
Bachelor's,21,Rural,Clerk,48,Female,34850
High School,3,Rural,Clerk,51,Male,15639
Bachelor's,20,Urban,Clerk,52,Female,40000
Master's,10,Urban,Technician,55,Male,49500
Master's,22,Rural,Director,35,Male,235620
PhD,7,Suburban,HR Manager,35,Male,88171
High School,19,Urban,Product Manager,31,Female,148200
Bachelor's,10,Urban,Director,21,Female,180000
High School,3,Rural,Technician,53,Male,23460
PhD,21,Urban,Marketing Executive,57,Female,89687
High School,27,Rural,Clerk,35,Male,31960
High School,15,Urban,Marketing Executive,28,Male,49000
Master's,27,Suburban,Product Manager,56,Female,233296
High School,6,Rural,Director,33,Male,106080
High School,27,Rural,Data Scientist,41,Female,127840
Master's,20,Suburban,Clerk,51,Female,41800
High School,24,Suburban,Clerk,46,Male,33440
High School,24,Urban,Data Scientist,39,Male,140800
Master's,14,Urban,Director,27,Female,224400
Bachelor's,25,Rural,Data Scientist,55,Male,153000
Master's,22,Rural,HR Manager,26,Female,107992
Master's,0,Urban,HR Manager,52,Female,60500
Master's,18,Urban,Director,39,Female,250800
PhD,22,Suburban,Clerk,57,Male,49875
High School,28,Suburban,Customer Support,32,Female,45600
PhD,4,Rural,Director,25,Female,153000
PhD,9,Urban,Technician,60,Female,54375
PhD,24,Suburban,Director,60,Male,313500
High School,23,Urban,Software Engineer,37,Male,120400
Bachelor's,11,Urban,HR Manager,44,Female,85250
High School,22,Urban,Customer Support,30,Male,42000
Bachelor's,15,Urban,Data Scientist,41,Male,140000
High School,17,Urban,Customer Support,50,Female,37000
PhD,27,Rural,Marketing Executive,46,Male,87390
Bachelor's,12,Rural,Marketing Executive,47,Male,47600
PhD,17,Rural,Data Scientist,34,Male,157250
PhD,20,Suburban,Director,27,Male,285000
PhD,12,Urban,Product Manager,38,Male,190000
Bachelor's,25,Urban,Customer Support,46,Female,56250
High School,13,Suburban,HR Manager,35,Male,68970
High School,13,Suburban,Software Engineer,59,Male,87780
Bachelor's,2,Rural,Customer Support,46,Male,23375
High School,9,Suburban,Clerk,41,Female,22040
PhD,0,Urban,Software Engineer,60,Male,87500
PhD,19,Suburban,Marketing Executive,22,Male,81046
PhD,27,Rural,Technician,52,Male,74906
High School,4,Rural,Director,56,Male,97920
High School,14,Suburban,Product Manager,33,Female,122740
Master's,22,Rural,Data Scientist,34,Male,157080
PhD,8,Urban,Product Manager,55,Female,166250
PhD,13,Urban,Technician,52,Male,61875
Master's,19,Suburban,Marketing Executive,58,Male,71321
Bachelor's,22,Rural,Software Engineer,48,Male,124950
High School,8,Urban,Marketing Executive,34,Female,39200
Master's,18,Rural,Data Scientist,58,Male,142120
PhD,14,Rural,Product Manager,46,Female,171593
Bachelor's,18,Rural,Product Manager,29,Male,153425
PhD,27,Rural,Customer Support,27,Female,62421
Bachelor's,19,Suburban,HR Manager,42,Male,101887
Master's,9,Rural,Customer Support,57,Male,33893
PhD,4,Rural,Marketing Executive,51,Female,44625
Master's,3,Rural,Software Engineer,44,Female,75267
High School,20,Rural,Marketing Executive,58,Male,47600
High School,26,Urban,HR Manager,51,Female,101199
Bachelor's,17,Rural,HR Manager,25,Female,86487
Master's,23,Rural,Customer Support,46,Male,50256
Bachelor's,9,Suburban,Director,44,Female,165300
High School,18,Rural,Product Manager,26,Male,122740
Master's,10,Urban,Director,49,Male,198000
PhD,2,Rural,Data Scientist,52,Female,93500
